30,26,2619
30,27,2512
30,28,2405
30,29,2297


31,11,2946
31,12,2912
31,13,2878
31,14,2844
31,15,2810
31,16,2776
31,17,2742
31,18,2708
31,19,2674
31,20,2640
31,21,3334
31,22,3227
31,23,3120
31,24,3013
31,25,2906
31,26,2799
31,27,2692
31,28,2585
31,29,2478
31,30,2370


32,12,3019
32,13,2985
32,14,2951
32,15,2917
32,16,2883
32,17,2849
32,18,2815
32,19,2781
32,20,2747
32,21,2712
32,22,3407
32,23,3300
32,24,3193
32,25,3086
32,26,2979
32,27,2872
32,28,2765
32,29,2658
32,30,2551
32,31,2443


33,13,3092
33,14,3058
33,15,3024
33,16,2990
33,17,2956
33,18,2922
33,19,2888
33,20,2854
33,21,2819
33,22,2785
33,23,3480
33,24,3373
33,25,3266
33,26,3159
33,27,3052
33,28,2945
33,29,2838
33,30,2731
33,31,2624
33,32,2516


34,14,3165
34,15,3131
34,16,3097
34,17,3063
34,18,3029
34,19,2995
34,20,2961
34,21,2926
34,22,2892
34,23,2858
34,24,3553
34,25,3446
34,26,3339
34,27,3232
34,28,3125
34,29,3018
34,30,2911
34,31,2804
34,32,2697
34,33,2589


35,15,3238
35,16,3204
35,17,3170
35,18,3136
35,19,3102
35,20,3068
35,21,3033
35,22,2999
35,23,2965
35,24,2931
35,25,3626
35,26,3519
35,27,3412
35,28,3305
35,29,3198
35,30,3091
35,31,2984
35,32,2877
35,33,2770
35,34,2662


36,16,3311
36,17,3277
36,18,3243
36,19,3209
36,20,3175
36,21,3140
36,22,3106
36,23,3072
36,24,3038
36,25,3004
36,26,3699
36,27,3592
36,28,3485
36,29,3378
36,30,3271
36,31,3164
36,32,3057
36,33,2950
36,34,2843
36,35,2735


37,17,3384
37,18,3350
37,19,3316
37,20,3282
37,21,3247
37,22,3213
37,23,3179
37,24,3145
37,25,3111
37,26,3077
37,27,3772
37,28,3665
37,29,3558
37,30,3451
37,31,3344
37,32,3237
37,33,3130
37,34,3023
37,35,2916
37,36,2808


38,18,3457
38,19,3423
38,20,3389
38,21,3354
38,22,3320
38,23,3286
38,24,3252
38,25,3218
38,26,3184
38,27,3150
38,28,3845
38,29,3738
38,30,3631
38,31,3524
38,32,3417
38,33,3310
38,34,3203
38,35,3096
38,36,2989
38,37,2881


39,19,3530
39,20,3496


40,20,3603


41,26,3505
41,27,3471
41,28,3437
41,29,3403
41,30,3369
41,31,4064
41,32,3957
41,33,3850
41,34,3743
41,35,3636
41,36,3529
41,37,3422
41,38,3315
41,39,3208
41,40,3100


42,28,3544
42,29,3510
42,30,3476
42,31,3442
42,32,4137
42,33,4030
42,34,3923
42,35,3816
42,36,3709
42,37,3602
42,38,3495
42,39,3388
42,40,3281
42,41,3173


43,29,3617
43,30,3583
43,31,3549
43,32,3515
43,33,4210
43,34,4103
43,35,3996
43,36,3889
43,37,3782
43,38,3675
43,39,3568
43,40,3461
43,41,3354
43,42,3246


44,31,3656
44,32,3622
44,33,3588
44,34,4283
44,35,4176
44,36,4069
44,37,3962
44,38,3855
44,39,3748
44,40,3641
44,41,3534
44,42,3427
44,43,3319


45,33,3695
45,34,3661
45,35,4356
45,36,4249
45,37,4142
45,38,4035
45,39,3928
45,40,3821
45,41,3714
45,42,3607
45,43,3500
45,44,3392


46,34,3768
46,35,3734
46,36,4429
46,37,4322
46,38,4215
46,39,4108
46,40,4001
46,41,3894
46,42,3787
46,43,3680
46,44,3573
46,45,3465


47,36,3807
47,37,4502
47,38,4395
47,39,4288
47,40,4181
47,41,4074
47,42,3967
47,43,3860
47,44,3753
47,45,3646
47,46,3538


48,37,3880
48,38,4575
48,39,4468
48,40,4361
48,41,4254
48,42,4147
48,43,4040
48,44,3933
48,45,3826
48,46,3719
48,47,3611


49,39,4648
49,40,4541
49,41,4434
49,42,4327
49,43,4220
49,44,4113
49,45,4006
49,46,3899
49,47,3792
49,48,3684


50,41,4614
50,42,4507
50,43,4400
50,44,4293
50,45,4186
50,46,4079
50,47,3972
50,48,3865
50,49,3757


51,42,4687
51,43,4580
51,44,4473
51,45,4366
51,46,4259
51,47,4152
51,48,4045
51,49,3938
51,50,3830


52,44,4653
52,45,4546
52,46,4439
52,47,4332
52,48,4225
52,49,4118
52,50,4011
52,51,3903


53,45,4726
53,46,4619
53,47,4512
53,48,4405
53,49,4298
53,50,4191
53,51,4084
53,52,3976


54,47,4692
54,48,4585
54,49,4478
54,50,4371
54,51,4264
54,52,4157
54,53,4049


55,49,4658
55,50,4551
55,51,4444
55,52,4337
55,53,4230
55,54,4122


56,50,4731
56,51,4624
56,52,4517
56,53,4410
56,54,4303
56,55,4195


57,52,4697
57,53,4590
57,54,4483
57,55,4376
57,56,4268


58,53,4770
58,54,4663
58,55,4556
58,56,4449
58,57,4341


59,55,4736
59,56,4629
59,57,4522
59,58,4414


60,57,4702
60,58,4595
60,59,4487


61,58,4775
61,59,4668
61,60,4560


62,60,4741
62,61,4633


63,61,4814
63,62,4706


64,63,4779


